Event ID,Event Name,Log Source,Event Count,Time,Low Level Category,Source IP,Source Port,Destination IP,Destination Port,Protocol,Magnitude,Bytes Sent,Bytes Received,Duration Seconds
1781,File Transfer,Flow Analyzer,1,2026-06-10 01:08:43,File Transfer,192.168.1.38,48489,172.16.0.111,80,UDP,4,4021280,3557918,322
1782,File Transfer,Flow Analyzer,1,2026-06-10 01:08:49,File Transfer,192.168.1.42,53625,172.16.0.104,3306,UDP,2,4911996,2318902,445
1783,Application Traffic,Flow Analyzer,1,2026-06-10 01:08:51,Application Traffic,192.168.1.30,45954,172.16.0.104,80,UDP,2,3185878,2447075,472
1784,Application Traffic,Flow Analyzer,1,2026-06-10 01:08:56,Application Traffic,192.168.1.72,42340,172.16.0.109,443,UDP,3,2619814,3120812,488
1785,Application Traffic,Flow Analyzer,1,2026-06-10 01:09:05,Application Traffic,192.168.1.17,64024,172.16.0.127,443,UDP,1,678000,2983300,399
1786,Web Traffic,Flow Analyzer,1,2026-06-10 01:09:07,Web Traffic,192.168.1.70,48775,172.16.0.107,3306,UDP,1,1230371,1659106,164
1787,Web Traffic,Flow Analyzer,1,2026-06-10 01:09:10,Web Traffic,192.168.1.75,48923,172.16.0.112,445,UDP,3,136633,3155473,201
1788,Application Traffic,Flow Analyzer,1,2026-06-10 01:09:17,Application Traffic,192.168.1.41,50831,172.16.0.114,3306,TCP,1,149882,2162172,205
1789,File Transfer,Flow Analyzer,1,2026-06-10 01:09:19,File Transfer,192.168.1.96,47058,172.16.0.117,80,UDP,4,224832,973435,573
1790,SMB Access,Flow Analyzer,1,2026-06-10 01:09:25,SMB Access,192.168.1.60,57375,172.16.0.104,445,UDP,3,4650907,3613078,400
1791,SMB Access,Flow Analyzer,1,2026-06-10 01:09:33,SMB Access,192.168.1.48,60032,172.16.0.103,445,TCP,4,119808,2789957,69
1792,Database Query,Flow Analyzer,1,2026-06-10 01:09:35,Database Query,192.168.1.104,51086,172.16.0.127,445,UDP,2,3535835,2235508,322
1793,Web Traffic,Flow Analyzer,1,2026-06-10 01:09:39,Web Traffic,192.168.1.84,47526,172.16.0.122,443,UDP,2,964561,2642608,274
1794,File Transfer,Flow Analyzer,1,2026-06-10 01:09:49,File Transfer,192.168.1.89,58137,172.16.0.117,443,TCP,1,493306,309440,91
1795,Database Query,Flow Analyzer,1,2026-06-10 01:09:54,Database Query,192.168.1.38,40383,172.16.0.118,3306,UDP,1,1786003,878997,337
1796,Web Traffic,Flow Analyzer,1,2026-06-10 01:09:56,Web Traffic,192.168.1.75,46727,172.16.0.122,1433,TCP,1,4472858,998822,333
1797,SMB Access,Flow Analyzer,1,2026-06-10 01:10:02,SMB Access,192.168.1.96,56812,172.16.0.117,80,TCP,3,565502,4915072,403
1798,SMB Access,Flow Analyzer,1,2026-06-10 01:10:03,SMB Access,192.168.1.37,60605,172.16.0.110,3306,TCP,3,3783160,1313735,209
1799,Database Query,Flow Analyzer,1,2026-06-10 01:10:04,Database Query,192.168.1.84,53310,172.16.0.101,1433,UDP,1,1071206,3669774,593
1800,Application Traffic,Flow Analyzer,1,2026-06-10 01:10:08,Application Traffic,192.168.1.57,51582,172.16.0.103,80,TCP,1,417737,2041411,513
1801,Web Traffic,Flow Analyzer,1,2026-06-10 01:10:11,Web Traffic,192.168.1.70,61921,172.16.0.123,3306,UDP,4,1539800,4257397,182
1802,Application Traffic,Flow Analyzer,1,2026-06-10 01:10:20,Application Traffic,192.168.1.108,49861,172.16.0.128,443,UDP,4,3734217,3295833,278
1803,Application Traffic,Flow Analyzer,1,2026-06-10 01:10:27,Application Traffic,192.168.1.65,46326,172.16.0.121,445,TCP,3,3104638,3945038,57
1804,Application Traffic,Flow Analyzer,1,2026-06-10 01:10:29,Application Traffic,192.168.1.11,56479,172.16.0.114,80,TCP,4,1760795,3864207,137
1805,Database Query,Flow Analyzer,1,2026-06-10 01:10:39,Database Query,192.168.1.55,61939,172.16.0.110,445,TCP,1,2827474,1724735,414
1806,Application Traffic,Flow Analyzer,1,2026-06-10 01:10:46,Application Traffic,192.168.1.10,50998,172.16.0.123,3306,TCP,3,704966,3565803,274
1807,File Transfer,Flow Analyzer,1,2026-06-10 01:10:50,File Transfer,192.168.1.97,57546,172.16.0.103,3306,TCP,3,690609,1325103,543
1808,SMB Access,Flow Analyzer,1,2026-06-10 01:10:55,SMB Access,192.168.1.79,64155,172.16.0.120,445,TCP,4,1414052,577376,64
1809,Web Traffic,Flow Analyzer,1,2026-06-10 01:11:04,Web Traffic,192.168.1.100,52971,172.16.0.100,443,UDP,4,148796,2396,456
1810,SMB Access,Flow Analyzer,1,2026-06-10 01:11:10,SMB Access,192.168.1.35,49049,172.16.0.122,443,TCP,4,4772780,2148274,5
1811,File Transfer,Flow Analyzer,1,2026-06-10 01:11:20,File Transfer,192.168.1.86,62658,172.16.0.108,80,UDP,1,3784233,3954328,79
1812,Database Query,Flow Analyzer,1,2026-06-10 01:11:28,Database Query,192.168.1.93,62364,172.16.0.111,3306,UDP,4,2893395,1786563,99
1813,Web Traffic,Flow Analyzer,1,2026-06-10 01:11:35,Web Traffic,192.168.1.90,52852,172.16.0.117,445,UDP,3,2039033,4968936,296
1814,Web Traffic,Flow Analyzer,1,2026-06-10 01:11:43,Web Traffic,192.168.1.31,62111,172.16.0.117,445,TCP,3,2866797,4121605,583
1815,Application Traffic,Flow Analyzer,1,2026-06-10 01:11:46,Application Traffic,192.168.1.24,54039,172.16.0.117,80,UDP,4,2697091,2726911,242
1816,Database Query,Flow Analyzer,1,2026-06-10 01:11:47,Database Query,192.168.1.10,62411,172.16.0.101,3306,TCP,4,800745,505191,307
1817,Database Query,Flow Analyzer,1,2026-06-10 01:11:54,Database Query,192.168.1.90,48115,172.16.0.111,445,TCP,2,1719750,402708,147
1818,Web Traffic,Flow Analyzer,1,2026-06-10 01:11:59,Web Traffic,192.168.1.90,56263,172.16.0.105,1433,TCP,3,3435097,3298152,240
1819,Application Traffic,Flow Analyzer,1,2026-06-10 01:12:05,Application Traffic,192.168.1.10,54054,172.16.0.101,3306,UDP,4,2854512,4522993,30
1820,Application Traffic,Flow Analyzer,1,2026-06-10 01:12:08,Application Traffic,192.168.1.60,57626,172.16.0.126,1433,TCP,4,2719790,4729514,366
1821,File Transfer,Flow Analyzer,1,2026-06-10 01:12:10,File Transfer,192.168.1.108,64939,172.16.0.128,445,UDP,3,3347665,2955851,364
1822,SMB Access,Flow Analyzer,1,2026-06-10 01:12:20,SMB Access,192.168.1.59,63035,172.16.0.116,1433,UDP,1,3622409,2740864,391
1823,SMB Access,Flow Analyzer,1,2026-06-10 01:12:21,SMB Access,192.168.1.77,63040,172.16.0.122,1433,UDP,3,1989050,2508158,97
1824,File Transfer,Flow Analyzer,1,2026-06-10 01:12:28,File Transfer,192.168.1.83,63893,172.16.0.102,80,UDP,2,4247523,4975570,487
1825,Web Traffic,Flow Analyzer,1,2026-06-10 01:12:29,Web Traffic,192.168.1.106,43501,172.16.0.115,1433,UDP,4,1189884,1481683,31
1826,File Transfer,Flow Analyzer,1,2026-06-10 01:12:39,File Transfer,192.168.1.102,44006,172.16.0.125,80,UDP,3,482074,3198344,506
1827,Database Query,Flow Analyzer,1,2026-06-10 01:12:49,Database Query,192.168.1.26,41851,172.16.0.125,80,TCP,2,3915445,4799496,290
1828,SMB Access,Flow Analyzer,1,2026-06-10 01:12:55,SMB Access,192.168.1.52,56707,172.16.0.119,1433,TCP,4,4930547,3484655,556
1829,Application Traffic,Flow Analyzer,1,2026-06-10 01:13:01,Application Traffic,192.168.1.30,57606,172.16.0.111,80,TCP,3,2721570,1252975,454
1830,File Transfer,Flow Analyzer,1,2026-06-10 01:13:08,File Transfer,192.168.1.18,51900,172.16.0.114,80,UDP,1,2456391,2271056,318
1831,SMB Access,Flow Analyzer,1,2026-06-10 01:13:09,SMB Access,192.168.1.35,63588,172.16.0.102,443,UDP,3,1943050,3594699,536
1832,Application Traffic,Flow Analyzer,1,2026-06-10 01:13:11,Application Traffic,192.168.1.47,51614,172.16.0.108,443,UDP,4,1112934,3241088,288
1833,SMB Access,Flow Analyzer,1,2026-06-10 01:13:18,SMB Access,192.168.1.47,42209,172.16.0.109,80,UDP,2,3964487,126196,376
1834,Database Query,Flow Analyzer,1,2026-06-10 01:13:26,Database Query,192.168.1.60,44513,172.16.0.126,1433,UDP,1,2909834,2022114,158
1835,Application Traffic,Flow Analyzer,1,2026-06-10 01:13:27,Application Traffic,192.168.1.98,45327,172.16.0.108,3306,TCP,3,3456382,3346783,222
1836,Database Query,Flow Analyzer,1,2026-06-10 01:13:30,Database Query,192.168.1.63,60462,172.16.0.106,445,UDP,1,2198991,1938806,456
1837,Application Traffic,Flow Analyzer,1,2026-06-10 01:13:32,Application Traffic,192.168.1.106,61676,172.16.0.125,445,TCP,3,1055508,3248636,134
1838,Application Traffic,Flow Analyzer,1,2026-06-10 01:13:36,Application Traffic,192.168.1.57,56143,172.16.0.118,445,TCP,4,3248749,263538,40
1839,Web Traffic,Flow Analyzer,1,2026-06-10 01:13:39,Web Traffic,192.168.1.87,54788,172.16.0.120,1433,TCP,4,1803441,43197,174
1840,SMB Access,Flow Analyzer,1,2026-06-10 01:13:47,SMB Access,192.168.1.87,44866,172.16.0.109,1433,TCP,1,1739531,1384892,307
1841,Application Traffic,Flow Analyzer,1,2026-06-10 01:13:50,Application Traffic,192.168.1.48,53704,172.16.0.121,3306,UDP,2,1908418,4122471,133
1842,SMB Access,Flow Analyzer,1,2026-06-10 01:13:57,SMB Access,192.168.1.55,53615,172.16.0.100,80,UDP,3,3813974,3619268,133
1843,Application Traffic,Flow Analyzer,1,2026-06-10 01:14:07,Application Traffic,192.168.1.42,45359,172.16.0.105,1433,TCP,2,1658108,3766114,368
1844,Database Query,Flow Analyzer,1,2026-06-10 01:14:12,Database Query,192.168.1.108,62746,172.16.0.122,3306,UDP,3,1527919,1886441,297
1845,Web Traffic,Flow Analyzer,1,2026-06-10 01:14:17,Web Traffic,192.168.1.37,64815,172.16.0.114,80,UDP,3,665986,2184626,244
1846,SMB Access,Flow Analyzer,1,2026-06-10 01:14:20,SMB Access,192.168.1.25,61470,172.16.0.107,80,UDP,4,3561581,23681,545
1847,Application Traffic,Flow Analyzer,1,2026-06-10 01:14:26,Application Traffic,192.168.1.72,58227,172.16.0.109,443,UDP,3,1971350,4475133,145
1848,File Transfer,Flow Analyzer,1,2026-06-10 01:14:35,File Transfer,192.168.1.31,54171,172.16.0.117,443,UDP,4,159641,3096956,287
1849,SMB Access,Flow Analyzer,1,2026-06-10 01:14:39,SMB Access,192.168.1.109,40126,172.16.0.123,80,TCP,2,11694,4250328,310
1850,SMB Access,Flow Analyzer,1,2026-06-10 01:14:41,SMB Access,192.168.1.81,44555,172.16.0.121,80,UDP,2,3639185,1344172,310
1851,Application Traffic,Flow Analyzer,1,2026-06-10 01:14:51,Application Traffic,192.168.1.85,60951,172.16.0.120,3306,TCP,3,2846598,3712731,85
1852,Application Traffic,Flow Analyzer,1,2026-06-10 01:14:59,Application Traffic,192.168.1.84,55305,172.16.0.101,3306,UDP,1,1677058,1083898,296
1853,File Transfer,Flow Analyzer,1,2026-06-10 01:15:09,File Transfer,192.168.1.20,63870,172.16.0.129,445,UDP,3,3481487,2102289,512
1854,SMB Access,Flow Analyzer,1,2026-06-10 01:15:18,SMB Access,192.168.1.28,63425,172.16.0.121,443,UDP,4,3079073,3512008,388
1855,File Transfer,Flow Analyzer,1,2026-06-10 01:15:28,File Transfer,192.168.1.10,46762,172.16.0.101,80,UDP,1,362541,1608567,563
1856,Web Traffic,Flow Analyzer,1,2026-06-10 01:15:32,Web Traffic,192.168.1.98,47223,172.16.0.108,80,TCP,2,3586115,1966852,447
1857,Database Query,Flow Analyzer,1,2026-06-10 01:15:34,Database Query,192.168.1.107,61766,172.16.0.115,445,TCP,3,4597968,4135594,191
1858,File Transfer,Flow Analyzer,1,2026-06-10 01:15:44,File Transfer,192.168.1.46,48752,172.16.0.104,80,TCP,4,4379040,3737726,356
1859,File Transfer,Flow Analyzer,1,2026-06-10 01:15:51,File Transfer,192.168.1.77,60575,172.16.0.106,1433,UDP,1,374666,1310148,82
1860,SMB Access,Flow Analyzer,1,2026-06-10 01:15:59,SMB Access,192.168.1.23,51743,172.16.0.105,1433,TCP,2,4499167,454504,238
1861,Web Traffic,Flow Analyzer,1,2026-06-10 01:16:02,Web Traffic,192.168.1.42,41876,172.16.0.104,445,UDP,3,1191349,1215673,503
1862,Database Query,Flow Analyzer,1,2026-06-10 01:16:07,Database Query,192.168.1.13,40681,172.16.0.112,1433,UDP,3,2959267,4591654,522
1863,Web Traffic,Flow Analyzer,1,2026-06-10 01:16:13,Web Traffic,192.168.1.37,50255,172.16.0.110,443,UDP,4,1398702,2502730,560
1864,Application Traffic,Flow Analyzer,1,2026-06-10 01:16:16,Application Traffic,192.168.1.91,64019,172.16.0.102,80,UDP,3,616306,4827856,486
1865,Database Query,Flow Analyzer,1,2026-06-10 01:16:20,Database Query,192.168.1.88,53483,172.16.0.115,445,TCP,1,3758186,257809,512
1866,Application Traffic,Flow Analyzer,1,2026-06-10 01:16:22,Application Traffic,192.168.1.34,56751,172.16.0.129,443,UDP,3,3712559,4301545,530
1867,Application Traffic,Flow Analyzer,1,2026-06-10 01:16:27,Application Traffic,192.168.1.47,40835,172.16.0.119,3306,TCP,2,994783,3528596,184
1868,File Transfer,Flow Analyzer,1,2026-06-10 01:16:37,File Transfer,192.168.1.61,56867,172.16.0.123,1433,TCP,4,2477691,4282162,240
1869,SMB Access,Flow Analyzer,1,2026-06-10 01:16:44,SMB Access,192.168.1.41,41976,172.16.0.115,1433,UDP,2,3702636,1337611,556
1870,Database Query,Flow Analyzer,1,2026-06-10 01:16:46,Database Query,192.168.1.40,45177,172.16.0.116,443,UDP,1,542628,2680628,453
1871,SMB Access,Flow Analyzer,1,2026-06-10 01:16:53,SMB Access,192.168.1.14,58566,172.16.0.108,443,UDP,3,1529686,2450802,401
1872,Application Traffic,Flow Analyzer,1,2026-06-10 01:16:56,Application Traffic,192.168.1.109,53881,172.16.0.123,3306,UDP,4,1397933,2013073,127
1873,Web Traffic,Flow Analyzer,1,2026-06-10 01:16:58,Web Traffic,192.168.1.33,58020,172.16.0.102,1433,TCP,3,787595,1178617,156
1874,File Transfer,Flow Analyzer,1,2026-06-10 01:16:59,File Transfer,192.168.1.16,40260,172.16.0.129,443,TCP,4,2832261,1677950,401
1875,Database Query,Flow Analyzer,1,2026-06-10 01:17:09,Database Query,192.168.1.63,40393,172.16.0.121,443,TCP,4,4264465,3967502,157
1876,Database Query,Flow Analyzer,1,2026-06-10 01:17:16,Database Query,192.168.1.87,42759,172.16.0.128,1433,UDP,2,580543,567794,472
1877,File Transfer,Flow Analyzer,1,2026-06-10 01:17:23,File Transfer,192.168.1.32,45902,172.16.0.123,80,UDP,4,176616,2683854,303
1878,Database Query,Flow Analyzer,1,2026-06-10 01:17:26,Database Query,192.168.1.29,62295,172.16.0.104,80,TCP,4,327438,832667,236
1879,File Transfer,Flow Analyzer,1,2026-06-10 01:17:30,File Transfer,192.168.1.55,42304,172.16.0.127,445,TCP,4,1500291,3013948,565
1880,Database Query,Flow Analyzer,1,2026-06-10 01:17:39,Database Query,192.168.1.82,62889,172.16.0.100,445,TCP,2,1478394,3545668,558
1881,Application Traffic,Flow Analyzer,1,2026-06-10 01:17:48,Application Traffic,192.168.1.51,53091,172.16.0.110,3306,TCP,2,4054897,3477416,238
1882,SMB Access,Flow Analyzer,1,2026-06-10 01:17:56,SMB Access,192.168.1.35,46812,172.16.0.122,80,UDP,4,1325224,142244,441
1883,Application Traffic,Flow Analyzer,1,2026-06-10 01:17:59,Application Traffic,192.168.1.65,53060,172.16.0.108,3306,TCP,3,1864584,2191834,446
1884,Application Traffic,Flow Analyzer,1,2026-06-10 01:18:04,Application Traffic,192.168.1.94,46472,172.16.0.123,443,TCP,4,1851450,151602,505
1885,File Transfer,Flow Analyzer,1,2026-06-10 01:18:10,File Transfer,192.168.1.100,59091,172.16.0.100,445,TCP,2,986788,4856749,19
1886,Application Traffic,Flow Analyzer,1,2026-06-10 01:18:19,Application Traffic,192.168.1.61,64656,172.16.0.106,445,UDP,1,3302199,4720334,1
1887,Application Traffic,Flow Analyzer,1,2026-06-10 01:18:22,Application Traffic,192.168.1.35,57924,172.16.0.102,443,UDP,2,1413243,2566003,105
1888,Application Traffic,Flow Analyzer,1,2026-06-10 01:18:32,Application Traffic,192.168.1.103,47901,172.16.0.104,3306,TCP,1,129596,1984641,59
1889,SMB Access,Flow Analyzer,1,2026-06-10 01:18:35,SMB Access,192.168.1.13,46197,172.16.0.102,445,UDP,4,2278133,4948111,132
1890,Database Query,Flow Analyzer,1,2026-06-10 01:18:45,Database Query,192.168.1.13,54776,172.16.0.112,445,UDP,2,2216066,3623654,132
1891,SMB Access,Flow Analyzer,1,2026-06-10 01:18:50,SMB Access,192.168.1.66,45168,172.16.0.110,3306,TCP,1,1576283,2040495,514
1892,File Transfer,Flow Analyzer,1,2026-06-10 01:18:57,File Transfer,192.168.1.108,53322,172.16.0.122,443,UDP,2,2383517,608746,409
1893,Application Traffic,Flow Analyzer,1,2026-06-10 01:19:02,Application Traffic,192.168.1.13,52548,172.16.0.102,80,UDP,1,3825778,2496900,507
1894,Application Traffic,Flow Analyzer,1,2026-06-10 01:19:11,Application Traffic,192.168.1.21,55388,172.16.0.123,1433,UDP,1,4960302,1515489,220
1895,SMB Access,Flow Analyzer,1,2026-06-10 01:19:19,SMB Access,192.168.1.62,40325,172.16.0.120,445,TCP,1,692568,4856780,530
1896,Database Query,Flow Analyzer,1,2026-06-10 01:19:26,Database Query,192.168.1.22,48336,172.16.0.129,445,UDP,4,463665,890501,21
1897,Database Query,Flow Analyzer,1,2026-06-10 01:19:27,Database Query,192.168.1.45,45177,172.16.0.118,443,TCP,3,549304,1447745,1
1898,SMB Access,Flow Analyzer,1,2026-06-10 01:19:37,SMB Access,192.168.1.104,51619,172.16.0.127,443,UDP,3,4607311,2910560,170
1899,File Transfer,Flow Analyzer,1,2026-06-10 01:19:38,File Transfer,192.168.1.106,61019,172.16.0.114,443,UDP,2,2647144,640670,488
1900,SMB Access,Flow Analyzer,1,2026-06-10 01:19:41,SMB Access,192.168.1.30,48619,172.16.0.112,80,TCP,4,2452773,2874736,105
1901,Web Traffic,Flow Analyzer,1,2026-06-10 01:19:42,Web Traffic,192.168.1.98,56265,172.16.0.108,1433,UDP,3,487532,437882,59
1902,Web Traffic,Flow Analyzer,1,2026-06-10 01:19:45,Web Traffic,192.168.1.104,47363,172.16.0.121,443,TCP,3,3877365,4994009,81
1903,File Transfer,Flow Analyzer,1,2026-06-10 01:19:54,File Transfer,192.168.1.39,49797,172.16.0.107,3306,TCP,4,1151572,3366377,289
1904,Web Traffic,Flow Analyzer,1,2026-06-10 01:19:55,Web Traffic,192.168.1.106,56881,172.16.0.114,3306,UDP,1,3824258,344404,12
1905,SMB Access,Flow Analyzer,1,2026-06-10 01:19:57,SMB Access,192.168.1.109,41571,172.16.0.109,3306,TCP,1,477947,4256001,52
1906,Web Traffic,Flow Analyzer,1,2026-06-10 01:20:02,Web Traffic,192.168.1.82,42217,172.16.0.109,3306,TCP,1,4334601,2325404,108
1907,File Transfer,Flow Analyzer,1,2026-06-10 01:20:09,File Transfer,192.168.1.63,53235,172.16.0.106,80,TCP,4,2336683,2019569,146
1908,Web Traffic,Flow Analyzer,1,2026-06-10 01:20:10,Web Traffic,192.168.1.28,61038,172.16.0.122,80,UDP,1,2601165,588866,281
1909,SMB Access,Flow Analyzer,1,2026-06-10 01:20:15,SMB Access,192.168.1.75,45114,172.16.0.122,445,TCP,2,4683785,1646061,3
1910,Database Query,Flow Analyzer,1,2026-06-10 01:20:19,Database Query,192.168.1.73,41704,172.16.0.120,445,TCP,3,1797540,2749226,238
1911,File Transfer,Flow Analyzer,1,2026-06-10 01:20:29,File Transfer,192.168.1.34,55161,172.16.0.129,443,UDP,3,3414611,3642008,257
1912,File Transfer,Flow Analyzer,1,2026-06-10 01:20:34,File Transfer,192.168.1.55,63027,172.16.0.100,80,TCP,3,3575382,2533643,202
1913,SMB Access,Flow Analyzer,1,2026-06-10 01:20:38,SMB Access,192.168.1.69,46978,172.16.0.115,443,TCP,1,1027375,4512403,137
1914,SMB Access,Flow Analyzer,1,2026-06-10 01:20:40,SMB Access,192.168.1.44,43024,172.16.0.123,80,UDP,2,178506,1135929,560
1915,Web Traffic,Flow Analyzer,1,2026-06-10 01:20:42,Web Traffic,192.168.1.84,57914,172.16.0.101,3306,TCP,2,4593868,1527538,563
1916,SMB Access,Flow Analyzer,1,2026-06-10 01:20:43,SMB Access,192.168.1.26,60763,172.16.0.115,443,TCP,2,3536881,1014181,448
1917,SMB Access,Flow Analyzer,1,2026-06-10 01:20:50,SMB Access,192.168.1.99,64895,172.16.0.127,3306,UDP,1,559612,1560945,577
1918,Application Traffic,Flow Analyzer,1,2026-06-10 01:20:57,Application Traffic,192.168.1.53,56685,172.16.0.106,1433,TCP,1,2886499,1121417,288
1919,File Transfer,Flow Analyzer,1,2026-06-10 01:20:58,File Transfer,192.168.1.30,58884,172.16.0.112,1433,UDP,1,931188,2169548,550
1920,Database Query,Flow Analyzer,1,2026-06-10 01:21:02,Database Query,192.168.1.77,43011,172.16.0.106,445,TCP,4,3449315,4250524,367
1921,Application Traffic,Flow Analyzer,1,2026-06-10 01:21:08,Application Traffic,192.168.1.18,53852,172.16.0.113,1433,UDP,3,1394524,214113,600
1922,Database Query,Flow Analyzer,1,2026-06-10 01:21:16,Database Query,192.168.1.17,53149,172.16.0.116,80,TCP,2,1598948,1897628,409
1923,SMB Access,Flow Analyzer,1,2026-06-10 01:21:18,SMB Access,192.168.1.13,57171,172.16.0.127,1433,TCP,4,1736261,2332241,471
1924,Application Traffic,Flow Analyzer,1,2026-06-10 01:21:28,Application Traffic,192.168.1.35,52323,172.16.0.122,1433,TCP,3,3563016,2282431,96
1925,File Transfer,Flow Analyzer,1,2026-06-10 01:21:34,File Transfer,192.168.1.84,56767,172.16.0.122,1433,TCP,2,2554177,4917972,263
1926,Application Traffic,Flow Analyzer,1,2026-06-10 01:21:36,Application Traffic,192.168.1.93,54257,172.16.0.120,3306,TCP,2,4155507,4093419,214
1927,Database Query,Flow Analyzer,1,2026-06-10 01:21:40,Database Query,192.168.1.68,56456,172.16.0.111,80,TCP,3,1370476,1601498,152
1928,Application Traffic,Flow Analyzer,1,2026-06-10 01:21:45,Application Traffic,192.168.1.76,45672,172.16.0.114,80,TCP,3,718925,3058671,22
1929,Web Traffic,Flow Analyzer,1,2026-06-10 01:21:49,Web Traffic,192.168.1.69,62737,172.16.0.115,80,UDP,3,1138349,3880390,589
1930,SMB Access,Flow Analyzer,1,2026-06-10 01:21:55,SMB Access,192.168.1.84,47822,172.16.0.101,445,UDP,2,2253555,434242,567
1931,Web Traffic,Flow Analyzer,1,2026-06-10 01:22:05,Web Traffic,192.168.1.25,62624,172.16.0.100,1433,UDP,2,2309996,1241945,411
1932,Database Query,Flow Analyzer,1,2026-06-10 01:22:09,Database Query,192.168.1.72,64240,172.16.0.116,445,UDP,2,2077300,2096529,142
1933,Web Traffic,Flow Analyzer,1,2026-06-10 01:22:19,Web Traffic,192.168.1.58,55586,172.16.0.103,3306,TCP,3,560597,561447,57
1934,SMB Access,Flow Analyzer,1,2026-06-10 01:22:27,SMB Access,192.168.1.18,61730,172.16.0.103,80,UDP,4,4862824,4814046,11
1935,Web Traffic,Flow Analyzer,1,2026-06-10 01:22:34,Web Traffic,192.168.1.80,44434,172.16.0.128,80,TCP,3,1930507,3504990,383
1936,File Transfer,Flow Analyzer,1,2026-06-10 01:22:36,File Transfer,192.168.1.17,47446,172.16.0.127,3306,TCP,1,1140626,3793383,544
1937,Web Traffic,Flow Analyzer,1,2026-06-10 01:22:40,Web Traffic,192.168.1.27,56355,172.16.0.103,443,TCP,3,3705077,725851,380
1938,File Transfer,Flow Analyzer,1,2026-06-10 01:22:44,File Transfer,192.168.1.97,45461,172.16.0.119,443,TCP,3,3027019,1623617,466
1939,File Transfer,Flow Analyzer,1,2026-06-10 01:22:52,File Transfer,192.168.1.31,48381,172.16.0.118,445,TCP,3,2453124,4736377,155
1940,Web Traffic,Flow Analyzer,1,2026-06-10 01:22:53,Web Traffic,192.168.1.65,53785,172.16.0.121,445,UDP,4,3020164,1817228,207
1941,Application Traffic,Flow Analyzer,1,2026-06-10 01:23:00,Application Traffic,192.168.1.77,60548,172.16.0.101,1433,TCP,2,3353485,2786859,103
1942,SMB Access,Flow Analyzer,1,2026-06-10 01:23:01,SMB Access,192.168.1.97,56249,172.16.0.103,443,TCP,2,472305,634918,128
1943,SMB Access,Flow Analyzer,1,2026-06-10 01:23:08,SMB Access,192.168.1.26,48673,172.16.0.125,1433,UDP,4,2108654,2132696,506
1944,File Transfer,Flow Analyzer,1,2026-06-10 01:23:09,File Transfer,192.168.1.47,47010,172.16.0.108,445,UDP,3,3786015,3450295,32
1945,Web Traffic,Flow Analyzer,1,2026-06-10 01:23:19,Web Traffic,192.168.1.31,49402,172.16.0.117,3306,UDP,2,4210346,3344821,319
1946,Web Traffic,Flow Analyzer,1,2026-06-10 01:23:25,Web Traffic,192.168.1.29,63774,172.16.0.104,445,TCP,2,3460512,956471,394
1947,Database Query,Flow Analyzer,1,2026-06-10 01:23:27,Database Query,192.168.1.92,64474,172.16.0.107,80,TCP,1,3626335,4217532,274
1948,Application Traffic,Flow Analyzer,1,2026-06-10 01:23:32,Application Traffic,192.168.1.29,61500,172.16.0.120,443,TCP,4,2604135,2592314,495
1949,Database Query,Flow Analyzer,1,2026-06-10 01:23:33,Database Query,192.168.1.12,48944,172.16.0.103,1433,UDP,2,2996975,483321,132
1950,Database Query,Flow Analyzer,1,2026-06-10 01:23:43,Database Query,192.168.1.94,57964,172.16.0.102,445,UDP,2,2072107,1710192,515
1951,Application Traffic,Flow Analyzer,1,2026-06-10 01:23:50,Application Traffic,192.168.1.24,50620,172.16.0.117,443,TCP,4,1918593,4446556,464
1952,Database Query,Flow Analyzer,1,2026-06-10 01:23:57,Database Query,192.168.1.105,42102,172.16.0.125,80,TCP,1,2900559,692241,393
1953,SMB Access,Flow Analyzer,1,2026-06-10 01:23:59,SMB Access,192.168.1.16,55625,172.16.0.118,80,TCP,3,3167507,4046729,272
1954,Database Query,Flow Analyzer,1,2026-06-10 01:24:01,Database Query,192.168.1.66,46728,172.16.0.110,445,UDP,4,4567895,111532,209
1955,SMB Access,Flow Analyzer,1,2026-06-10 01:24:03,SMB Access,192.168.1.53,54989,172.16.0.115,443,TCP,2,469387,867705,593
1956,SMB Access,Flow Analyzer,1,2026-06-10 01:24:10,SMB Access,192.168.1.15,44362,172.16.0.123,1433,TCP,1,67597,593851,130
1957,SMB Access,Flow Analyzer,1,2026-06-10 01:24:13,SMB Access,192.168.1.38,53789,172.16.0.118,1433,TCP,1,2296685,3669547,282
1958,Web Traffic,Flow Analyzer,1,2026-06-10 01:24:22,Web Traffic,192.168.1.77,63488,172.16.0.106,3306,UDP,4,639965,2613894,235
1959,Database Query,Flow Analyzer,1,2026-06-10 01:24:26,Database Query,192.168.1.48,42364,172.16.0.124,443,TCP,2,2518683,4046526,20
1960,Database Query,Flow Analyzer,1,2026-06-10 01:24:32,Database Query,192.168.1.18,62067,172.16.0.113,445,UDP,1,3473098,1199919,510
1961,File Transfer,Flow Analyzer,1,2026-06-10 01:24:42,File Transfer,192.168.1.91,48068,172.16.0.110,443,TCP,3,1970520,4908830,422
1962,Application Traffic,Flow Analyzer,1,2026-06-10 01:24:52,Application Traffic,192.168.1.82,54621,172.16.0.100,1433,TCP,3,1178501,1290603,74
